No    	Word                	Translate           	Count 	Freq 	Cum_Freq
1099  	impacts             	                    	1     	0.0308%	98.6745%
1100  	sub-antarctic       	                    	1     	0.0308%	98.7053%
1101  	although            	                    	1     	0.0308%	98.7361%
1102  	closer              	                    	1     	0.0308%	98.7670%
1103  	retreating          	                    	1     	0.0308%	98.7978%
1104  	source              	                    	1     	0.0308%	98.8286%
1105  	habitats            	                    	1     	0.0308%	98.8594%
1106  	handful             	                    	1     	0.0308%	98.8903%
1107  	sustaining          	                    	1     	0.0308%	98.9211%
1108  	happen              	                    	1     	0.0308%	98.9519%
1109  	verge               	                    	1     	0.0308%	98.9827%
1110  	dying               	                    	1     	0.0308%	99.0136%
1111  	level               	                    	1     	0.0308%	99.0444%
1112  	melting             	                    	1     	0.0308%	99.0752%
1113  	destroy             	                    	1     	0.0308%	99.1060%
1114  	forever             	                    	1     	0.0308%	99.1369%
1115  	shrinking           	                    	1     	0.0308%	99.1677%
1116  	force               	                    	1     	0.0308%	99.1985%
1117  	accelerated         	                    	1     	0.0308%	99.2293%
1118  	region              	                    	1     	0.0308%	99.2602%
1119  	fatal               	                    	1     	0.0308%	99.2910%
1120  	worsened            	                    	1     	0.0308%	99.3218%
1121  	pollution           	                    	1     	0.0308%	99.3527%
1122  	birds               	                    	1     	0.0308%	99.3835%
1123  	extinct             	                    	1     	0.0308%	99.4143%
1124  	primarily           	                    	1     	0.0308%	99.4451%
1125  	kinds               	                    	1     	0.0308%	99.4760%
1126  	majority            	                    	1     	0.0308%	99.5068%
1127  	happens             	                    	1     	0.0308%	99.5376%
1128  	baby                	                    	1     	0.0308%	99.5684%
1129  	invade              	                    	1     	0.0308%	99.5993%
1130  	long                	                    	1     	0.0308%	99.6301%
1131  	distances           	                    	1     	0.0308%	99.6609%
1132  	reluctant           	                    	1     	0.0308%	99.6917%
1133  	leave               	                    	1     	0.0308%	99.7226%
1134  	conservation        	                    	1     	0.0308%	99.7534%
1135  	sustainable         	                    	1     	0.0308%	99.7842%
1136  	propagation         	                    	1     	0.0308%	99.8150%
1137  	ultimate            	                    	1     	0.0308%	99.8459%
1138  	retreat             	                    	1     	0.0308%	99.8767%
1139  	translation         	                    	1     	0.0308%	99.9075%
1140  	translate           	                    	1     	0.0308%	99.9383%
1141  	chinese             	                    	1     	0.0308%	99.9692%
1142  	english             	                    	1     	0.0308%	100.0000%
